reduced_formulas,etl,htl,bandgap,device_stack,pce,etl_SMILES,htl_SMILES
CH6I3NPb,"['C60', 'BCP']",['none'],1.5500001652782696,"['SLG', 'ITO', 'Perovskite', 'C60', 'BCP', 'Cu']",7.39,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['no_ctl']
CH6I3NPb,"['C60', 'BCP']",['none'],1.6000001706098266,"['SLG', 'ITO', 'Perovskite', 'C60', 'BCP', 'Ag']",12.987083333333333,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['no_ctl']
CH6I3NPb,"['C60', 'BCP']",['none'],1.6100001716761378,"['Perovskite', 'C60', 'BCP', 'Au']",7.775,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['no_ctl']
CH6I3NPb,"['C60', 'BCP', 'LiF']","['MoO3', 'PEDOT:PSS']",1.6000001706098266,"['SLG', 'Graphene', 'MoO3', 'PEDOT:PSS', 'Perovskite', 'C60', 'BCP', 'LiF', 'Al']",14.866666666666667,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5', '[Li+].[F-]']","['O=[Mo](=O)=O', 'C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']"
CH6I3NPb,"['C60', 'BCP', 'LiF']",['PEDOT:PSS'],1.6000001706098264,"['PEN', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'BCP', 'LiF', 'Al']",13.666521739130435,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5', '[Li+].[F-]']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'Bphen']","['CuI', 'PbPc']",1.6000001706098266,"['SLG', 'ITO', 'CuI', 'PbPc', 'Perovskite', 'C60', 'Bphen', 'Ag']",9.225,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']","['[Cu]I', 'C1=CC=C2C(=C1)C3=NC4=C5C=CC=CC5=C6N4[Pb]N7C(=NC2=N3)C8=CC=CC=C8C7=NC9=NC(=N6)C1=CC=CC=C19']"
CH6I3NPb,"['C60', 'Bphen']",['CuSCN'],1.6000001706098266,"['SLG', 'ITO', 'CuSCN', 'Perovskite', 'C60', 'Bphen', 'Ag']",11.4,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']",['C(#N)[S-].[Cu+]']
CH6I3NPb,"['C60', 'Bphen']",['Graphene oxide'],1.5900001695435149,"['SLG', 'ITO', 'Graphene oxide', 'Perovskite', 'C60', 'Bphen', 'Ag']",6.196666666666666,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']",['[C]']
CH6I3NPb,"['C60', 'Bphen']","['MoO3', 'PEDOT:PSS']",1.6000001706098266,"['SLG', 'ITO', 'MoO3', 'PEDOT:PSS', 'Perovskite', 'C60', 'Bphen', 'Ag']",12.78,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']","['O=[Mo](=O)=O', 'C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']"
CH6I3NPb,"['C60', 'Bphen']",['NiO-np'],1.6000001706098268,"['SLG', 'ITO', 'NiO-np', 'Perovskite', 'C60', 'Bphen', 'Ag']",7.9,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']",['O=[Ni]']
CH6I3NPb,"['C60', 'Bphen']",['PEDOT:PSS'],1.6000001706098266,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'Bphen', 'Ag']",9.536842105263156,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'Bphen']",['none'],1.5900001695435149,"['SLG', 'ITO', 'Perovskite', 'C60', 'Bphen', 'Ag']",4.78,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']",['no_ctl']
CH6I3NPb,"['C60', 'Bphen']",['none'],1.6000001706098268,"['SLG', 'WO3', 'Ag', 'WO3', 'Perovskite', 'C60', 'Bphen', 'Ag']",4.985,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5']",['no_ctl']
CH6I3NPb,"['C60', 'C60']","['TaTm', 'F6-TCNNQ', ' TaTm']",0.0,"['SLG', 'ITO', 'C60', 'C60', 'Perovskite', 'TaTm', 'F6-TCNNQ; TaTm', 'Au']",15.699999999999998,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23']","['CC(=O)OCC1C(C(C(C(O1)OC(=O)C)OS(=O)(=O)C(F)(F)F)OC(=O)C)OC(=O)C', 'C(#N)C(=C1C(=C2C(=C(C(=C(C#N)C#N)C(=C2F)F)F)C(=C1F)F)F)C#N', 'CC(=O)OCC1C(C(C(C(O1)OC(=O)C)OS(=O)(=O)C(F)(F)F)OC(=O)C)OC(=O)C']"
CH6I3NPb,"['C60', 'LiF']",['PEDOT:PSS'],1.6000001706098268,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'LiF', 'Al']",10.559999999999999,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', '[Li+].[F-]']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'LiF']",['Spiro-MeOTAD'],1.6000001706098266,"['Flexible', 'IZO', 'PEIE', 'C60', 'LiF', 'Perovskite', 'Spiro-MeOTAD', 'Au']",14.0,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', '[Li+].[F-]']",['COC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3)C5=C(C46C7=C(C=CC(=C7)N(C8=CC=C(C=C8)OC)C9=CC=C(C=C9)OC)C1=C6C=C(C=C1)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC)C=C(C=C5)N(C1=CC=C(C=C1)OC)C1=CC=C(C=C1)OC']
CH6I3NPb,"['C60', 'PCBM-60']",['PEDOT:PSS'],1.5000001599467123,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'PCBM-60', 'Al']",9.43,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'PCBM-60', 'BCP']",['PEDOT:PSS'],1.6000001706098266,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'PCBM-60', 'BCP', 'Ag']",8.275,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1', 'CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'PEI']",['PTAA'],1.5500001652782693,"['SLG', 'ITO', 'PTAA', 'Perovskite', 'C60', 'PEI', 'Ag']",16.636666666666667,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1CN1']",['CC1=CC(=C(C(=C1)C)N(C2=CC=CC=C2)C3=CC=CC=C3)C']
CH6I3NPb,"['C60', 'Rhodamine 101']",['PEDOT:PSS'],1.6000001706098268,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'PCBM-60', 'Rhodamin 101', 'Au']",16.311,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1CC2=CC3=C(C4=C2N(C1)CCC4)OC5=C6CCC[N+]7=C6C(=CC5=C3C8=CC=CC=C8C(=O)O)CCC7.[Cl-]']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'SnO2-np']",['NiO-c'],1.6000001706098266,"['SLG', 'ITO', 'NiO-c', 'Perovskite', 'C60', 'SnO2-np', 'Ag']",18.5,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'O=[Sn]=O']",['O=[Ni]']
CH6I3NPb,"['C60', 'TmPyPB']","['MoO3', 'TPTPA']",1.6000001706098266,"['SLG', 'ITO', 'MoO3', 'TPTPA', 'Perovskite', 'C60', 'TmPyPB', 'Ag']",14.3,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'C1=CC(=CC(=C1)C2=CC(=CC(=C2)C3=CC=CC(=C3)C4=CN=CC=C4)C5=CC=CC(=C5)C6=CN=CC=C6)C7=CN=CC=C7']","['O=[Mo](=O)=O', 'C1=CC=C(C=C1)C2=CC=C(S2)C3=CC=C(C=C3)N(C4=CC=C(C=C4)C5=CC=C(S5)C6=CC=CC=C6)C7=CC=C(C=C7)C8=CC=C(S8)C9=CC=CC=C9']"
CH6I3NPb,"['C60', 'ZnO-c']",['NiO-c'],1.6000001706098266,"['SLG', 'ITO', 'NiO-c', 'Perovskite', 'C60', 'ZnO-c', 'Al']",15.3,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'O=[Zn]']",['O=[Ni]']
CH6I3NPb,"['C60', 'ZnO-c']",['PEDOT:PSS'],1.5600001663445808,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'ZnO-c', 'Al']",10.0,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'O=[Zn]']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'bis-C60']",['NiO'],1.5500001652782693,"['SLG', 'ITO', 'NiO', 'Perovskite', 'C60', 'bis-C60', 'Ag']",14.186666666666667,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['C1=CC(=CN=C1)C(=O)O']
CH6I3NPb,"['C60', 'bis-C60']",['NiO-c'],1.5600001663445808,"['SLG', 'ITO', 'NiO-c', 'Perovskite', 'C60', 'bis-C60', 'Ag']",16.065,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['O=[Ni]']
CH6I3NPb,"['C60', 'bis-C60']",['NiO-c'],1.6000001706098268,"['SLG', 'ITO', 'NiO-c', 'Perovskite', 'C60', 'bis-C60', 'Ag']",16.7975,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['O=[Ni]']
CH6I3NPb,"['C60', 'bis-C60']",['NiO-np'],1.6000001706098266,"['SLG', 'ITO', 'NiO-np', 'Perovskite', 'C60', 'bis-C60', 'Ag']",16.1725,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['O=[Ni]']
CH6I3NPb,"['C60', 'bis-C60']",['PEDOT:PSS'],1.5500001652782696,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'bis-C60', 'Ag']",11.31,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'bis-C60']",['PEDOT:PSS'],1.5600001663445808,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C60', 'bis-C60', 'Ag']",12.28,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'bis-C60']",['PEDOT:PSS'],1.6000001706098266,"['SLG', 'PEDOT:PSS', 'Perovskite', 'C60', 'bis-C60', 'Ag']",9.374285714285715,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']",['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
CH6I3NPb,"['C60', 'bis-C60']","['PEDOT:PSS', 'NiO-c']",1.6000001706098266,"['SLG', 'PEDOT:PSS', 'NiO-c', 'Perovskite', 'C60', 'bis-C60', 'Ag']",13.42,"['C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23', 'COC(=O)CCCC1(C23C14C5=C6C7=C8C5=C9C1=C5C%10=C%11C%12=C%13C%10=C%10C1=C8C1=C%10C8=C%10C%14=C%15C%16=C%17C(=C%12C%12=C%17C%17=C%18C%16=C%16C%15=C%15C%10=C1C7=C%15C1=C%16C(=C%18C7=C2C2=C%10C(=C5C9=C42)C%11=C%12C%10=C%177)C3=C16)C%14=C%138)C1=CC=CC=C1']","['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O', 'O=[Ni]']"
CH6I3NPb,['C70'],['PEDOT:PSS'],1.6000001706098266,"['SLG', 'ITO', 'PEDOT:PSS', 'Perovskite', 'C70', 'Ag']",14.25,['C12=C3C4=C5C6=C7C8=C9C%10=C%11C%12=C%13C%10=C%10C8=C5C1=C%10C1=C%13C5=C8C1=C2C1=C3C2=C3C%10=C%13C%14=C3C1=C8C1=C3C5=C%12C5=C8C%11=C%11C9=C7C7=C9C6=C4C2=C2C%10=C4C(=C29)C2=C6C(=C8C8=C9C6=C4C%13=C9C(=C%141)C3=C85)C%11=C27'],['C1COC2=CSC=C2O1.C1=CC=C(C=C1)C=CS(=O)(=O)O']
